股票代码,股票名称,19年EPS,20年EPS,21年EPS,22年EPS,报告日期,研究机构,研究员,研报
sz300725,药石科技,1.06,1.37,1.76,2.22,2020-04-09,西南证券,朱国广/陈进,摘要
sh601238,广汽集团,0.65,0.82,1.06,1.33,2020-04-09,天风证券,邓学/娄周鑫,摘要
sz000951,中国重汽,1.82,1.95,1.99,2.00,2020-04-09,西南证券,宋伟健,摘要
sz300759,康龙化成,0.83,0.98,1.3,--,2020-04-09,东莞证券,魏红梅/雷国轩,摘要
sh600378,昊华科技,--,0.74,0.86,--,2020-04-09,东吴证券,陈元君/柴沁虎,摘要
sz000876,新 希 望,1.22,3.27,4.27,5.13,2020-04-09,银河证券,谢芝优,摘要
sz000157,中联重科,0.58,0.69,0.78,0.88,2020-04-09,万联证券,王思敏/卢大炜,摘要
sz002242,九阳股份,1.07,1.23,1.45,1.60,2020-04-09,民生证券,杨柳,摘要
sz300759,康龙化成,0.83,1.07,1.43,1.92,2020-04-09,万联证券,姚文/王政眸,摘要
sz002202,金风科技,0.51,1.07,1.24,1.36,2020-04-09,申万宏源研究,韩启明/张雷,摘要
sh600547,山东黄金,--,0.86,1.11,--,2020-04-09,申万宏源研究,徐若旭/郦悦轩,摘要
sh600011,华能国际,0.06,0.51,0.61,0.67,2020-04-09,海通证券,吴杰/张磊/戴元灿/傅逸帆,摘要
sh601800,中国交建,1.16,1.36,1.48,1.61,2020-04-09,华创证券,王彬鹏,摘要
sh603181,皇马科技,0.92,1.04,1.36,1.73,2020-04-09,东方证券,倪吉,摘要
sh601929,吉视传媒,--,0.03,0.03,--,2020-04-09,渤海证券,姚磊,摘要
sz002938,鹏鼎控股,1.27,1.32,1.44,1.57,2020-04-09,方正证券,陈杭,摘要
sz300398,飞凯材料,0.50,0.55,0.7,0.82,2020-04-09,东吴证券,陈元君/柴沁虎,摘要
sz300699,光威复材,1.01,1.26,1.59,1.98,2020-04-09,天风证券,李鲁靖/邹润芳/杨诚笑,摘要
sz300114,中航电测,0.36,0.42,0.49,0.59,2020-04-09,银河证券,李良,摘要
sz000100,TCL 科技,0.20,0.26,0.41,0.52,2020-04-09,方正证券,陶胤至/陈杭/兰飞,摘要
sz300059,东方财富,0.28,0.38,0.53,--,2020-04-09,渤海证券,张继袖/王磊,摘要
sz000157,中联重科,0.58,0.69,0.82,0.88,2020-04-09,德邦证券,韩伟琪,摘要
sz000157,中联重科,0.58,0.69,0.76,0.80,2020-04-09,东莞证券,卢立亭/张豪杰,摘要
sh600009,上海机场,2.61,1.56,2.9,3.55,2020-04-09,西部证券,,
sh600066,宇通客车,0.85,0.79,0.86,0.95,2020-04-09,万联证券,周春林,摘要
sh603317,天味食品,0.74,0.83,1.03,1.29,2020-04-09,东兴证券,张凯琳/娄倩,摘要
sz002179,中航光电,1.04,1.21,1.42,1.71,2020-04-09,东兴证券,王习,摘要
sh601238,广汽集团,0.65,0.73,0.99,1.22,2020-04-09,东吴证券,黄细里,摘要
sz300003,乐普医疗,0.97,1.22,1.52,1.88,2020-04-09,中信证券,田加强/孙晓晖,摘要
sz002968,新 大 正,1.89,2.08,2.84,3.66,2020-04-09,天风证券,刘章明/陈天诚/孙海洋,摘要
sz000876,新 希 望,1.22,3.6,4.55,4.79,2020-04-09,东吴证券,马莉/金含,摘要
sz300190,维 尔 利,--,0.6,0.76,--,2020-04-09,东吴证券,袁理/王浩然,摘要
sh600309,万华化学,3.23,3.04,4.78,5.55,2020-04-09,光大证券,赵启超/裘孝锋,摘要
sz300699,光威复材,1.01,1.28,1.64,2.20,2020-04-09,东方证券,王天一/罗楠,摘要
sz300097,智云股份,--,0.69,1.05,--,2020-04-09,太平洋证券,刘国清/曾博文,摘要
sz000951,中国重汽,1.82,2.12,2.23,2.14,2020-04-09,太平洋证券,白宇/赵水平,摘要
sh688029,南微医学,2.67,1.82,3.16,4.20,2020-04-09,方正证券,陈家华,摘要
sz000876,新 希 望,1.22,3.44,4.29,4.86,2020-04-09,方正证券,程一胜/江娜,摘要
sh600754,锦江酒店,1.14,0.47,1.45,1.70,2020-04-09,西部证券,许光辉/李艳丽,摘要
sz002798,帝欧家居,1.49,1.81,2.26,2.75,2020-04-09,山西证券,杨晶晶,摘要
sz002084,海鸥住工,0.26,0.31,0.42,0.50,2020-04-09,山西证券,杨晶晶,摘要
sz002594,比 亚 迪,--,0.46,0.53,--,2020-04-09,太平洋证券,白宇/赵水平,摘要
sz002202,金风科技,0.51,0.78,0.93,0.92,2020-04-09,方正证券,申建国/于化鹏,摘要
sz300570,太 辰 光,0.73,0.8,0.95,1.13,2020-04-09,长城证券,吴彤/余芳沁,摘要
sh603799,华友钴业,0.11,0.77,1.11,1.63,2020-04-09,东方证券,卢日鑫/李梦强/彭海涛,摘要
sz000031,大 悦 城,0.61,0.59,0.7,0.87,2020-04-09,中信建投证券,竺劲/江宇辉,摘要
sh688388,嘉元科技,1.67,1.86,2.33,2.58,2020-04-09,中信证券,,
sh603305,旭升股份,0.52,0.69,0.87,1.24,2020-04-09,世纪证券,耿丙森,摘要
sz002891,中宠股份,0.46,0.76,0.94,--,2020-04-09,东莞证券,魏红梅/雷国轩,摘要
sh603799,华友钴业,0.11,0.67,1.33,2.17,2020-04-09,兴业证券,邱祖学/苏东/王丽佳,摘要
sz002007,华兰生物,0.91,1.19,1.37,1.56,2020-04-09,兴业证券,徐佳熹,摘要
sh600562,国睿科技,0.07,0.08,0.1,0.13,2020-04-09,兴业证券,石康/李博彦,摘要
sz002202,金风科技,0.51,0.86,0.95,0.99,2020-04-09,国信证券,方重寅,摘要
sh600728,佳都科技,0.42,0.17,0.35,--,2020-04-09,国泰君安,齐佳宏,摘要
sz300009,安科生物,0.12,0.4,0.48,0.58,2020-04-09,东方证券,伍云飞,摘要
sz002475,立讯精密,--,1.33,1.73,--,2020-04-09,华创证券,耿琛,摘要
sz002371,北方华创,--,0.88,1.74,--,2020-04-09,国泰君安,王聪/张天闻,摘要
sz300009,安科生物,0.12,0.46,0.55,0.70,2020-04-09,西南证券,朱国广/杜向阳,摘要
sz002146,荣盛发展,2.10,2.55,3.07,3.60,2020-04-09,西南证券,胡华如,摘要
sh601231,环旭电子,0.58,0.93,1.17,1.29,2020-04-09,长城证券,邹兰兰/郭旺,摘要
sh601800,中国交建,1.16,1.25,1.4,1.52,2020-04-09,长江证券,毕春晖/李家明,摘要
sz300450,先导智能,--,1.25,1.82,--,2020-04-09,长江证券,马军/赵智勇/邬博华/陈怀山/倪蕤,摘要
sh600126,杭钢股份,0.27,0.29,0.32,0.33,2020-04-09,天风证券,马金龙,摘要
sh603043,广州酒家,--,1.11,1.45,--,2020-04-09,东兴证券,张凯琳/王紫,摘要
sz300009,安科生物,0.12,0.43,0.54,0.68,2020-04-09,山西证券,刘建宏,摘要
sz002007,华兰生物,0.91,1.18,1.36,1.62,2020-04-09,山西证券,刘建宏,摘要
sz002146,荣盛发展,2.10,2.59,3.03,3.55,2020-04-09,东北证券,张云凯/沈路遥,摘要
sz300457,赢合科技,--,1.59,1.89,--,2020-04-09,华创证券,李佳/鲁佩/赵志铭,摘要
sh600879,航天电子,0.17,0.2,0.24,0.32,2020-04-09,天风证券,,
sz300253,卫宁健康,0.25,0.32,0.42,0.55,2020-04-09,世纪证券,陈建生/罗云扬,摘要
sz300007,汉威科技,-0.35,1.06,0.97,1.27,2020-04-09,东吴证券,王平阳,摘要
sh603587,地素时尚,1.56,1.32,1.51,1.70,2020-04-09,东吴证券,马莉/陈腾曦/林骥川/詹陆雨,摘要
sh603290,斯达半导,1.13,1.19,1.55,1.97,2020-04-09,东北证券,张世杰,摘要
sz002475,立讯精密,--,1.21,1.65,--,2020-04-09,东北证券,张世杰,摘要
sz300088,长信科技,--,0.46,0.6,--,2020-04-09,申万宏源研究,骆思远/杨海燕,摘要
sz300433,蓝思科技,--,0.79,0.91,--,2020-04-09,申万宏源研究,骆思远/杨海燕,摘要
sz002216,三全食品,--,0.63,0.65,--,2020-04-09,广发证券,王永锋/王文丹,摘要
sz002146,荣盛发展,2.10,2.57,3.15,3.80,2020-04-09,东吴证券,齐东/陈鹏,摘要
sh603305,旭升股份,0.52,0.76,1.1,1.53,2020-04-09,华金证券,肖索,摘要
sz300800,力合科技,3.63,3.29,3.87,4.51,2020-04-09,华鑫证券,魏旭锟,摘要
sh601688,华泰证券,1.04,1.31,1.52,1.74,2020-04-09,方正证券,左欣然,摘要
sh603587,地素时尚,1.56,1.61,1.85,2.06,2020-04-09,中泰证券,王雨丝/曾令仪,摘要
sz300602,飞 荣 达,--,1.5,1.92,--,2020-04-09,华金证券,蔡景彦/曾捷,摘要
sz300009,安科生物,0.12,0.42,0.54,0.67,2020-04-09,方正证券,周小刚/陈林颀,摘要
sz002146,荣盛发展,2.10,2.53,3.04,3.63,2020-04-09,华泰证券,陈慎/刘璐/韩笑,摘要
sh600547,山东黄金,--,0.87,1.14,--,2020-04-09,中信证券,,
sh600583,海油工程,0.01,0.01,--,--,2020-04-08,川财证券,白竣天,摘要
sh600028,中国石化,0.48,0.48,--,--,2020-04-08,川财证券,白竣天,摘要
sh600026,中远海能,0.11,0.11,--,--,2020-04-08,川财证券,白竣天,摘要
sh601066,中信建投,0.67,0.77,0.93,--,2020-04-08,东北证券,王凤华,摘要
sh601211,国泰君安,0.90,1.16,1.34,--,2020-04-08,东北证券,王凤华,摘要
sh601688,华泰证券,1.04,1.07,1.21,--,2020-04-08,东北证券,王凤华,摘要
sh600837,海通证券,0.83,1.01,1.21,--,2020-04-08,东北证券,王凤华,摘要
sh688005,容百科技,--,0.74,1.12,--,2020-04-08,川财证券,黄博,摘要
sz300750,宁德时代,--,2.55,3.17,--,2020-04-08,川财证券,黄博,摘要
sz300769,德方纳米,--,4.95,7.34,--,2020-04-08,川财证券,黄博,摘要
sz002594,比 亚 迪,--,0.81,1.08,--,2020-04-08,川财证券,黄博,摘要
sz300073,当升科技,--,1.0,1.35,--,2020-04-08,川财证券,黄博,摘要
sh600884,杉杉股份,--,0.61,0.73,--,2020-04-08,川财证券,黄博,摘要
sh688111,金山办公,1.09,1.47,2.17,--,2020-04-08,招商证券,刘玉萍/周翔宇,摘要
sh603019,中科曙光,0.66,1.04,1.32,--,2020-04-08,招商证券,刘玉萍/周翔宇,摘要
sz002410,广 联 达,0.21,0.39,0.53,--,2020-04-08,招商证券,刘玉萍/周翔宇,摘要
sh600588,用友网络,0.48,0.48,0.70,--,2020-04-08,招商证券,刘玉萍/周翔宇,摘要
sz000977,浪潮信息,--,0.86,1.11,--,2020-04-08,招商证券,刘玉萍/周翔宇,摘要
sz300601,康泰生物,--,1.22,2.09,--,2020-04-08,中泰证券,江琦/赵磊,摘要
sz300122,智飞生物,--,2.14,2.80,--,2020-04-08,中泰证券,江琦/赵磊,摘要
sh600196,复星医药,1.30,1.43,1.74,--,2020-04-08,中泰证券,江琦/赵磊,摘要
sz001979,招商蛇口,--,2.87,3.45,--,2020-04-08,中信证券,陈聪/张全国,摘要
sh601155,新城控股,5.62,6.49,7.18,--,2020-04-08,中信证券,陈聪/张全国,摘要
sh600383,金地集团,--,2.28,2.49,--,2020-04-08,中信证券,陈聪/张全国,摘要
sh600340,华夏幸福,--,6.27,8.80,--,2020-04-08,中信证券,陈聪/张全国,摘要
sz000961,中南建设,--,1.74,1.81,--,2020-04-08,中信证券,陈聪/张全国,摘要
sz000002,万 科Ａ,3.47,3.94,4.68,--,2020-04-08,中信证券,陈聪/张全国,摘要
sz300696,爱 乐 达,--,1.12,--,--,2020-04-08,中信证券,李建伟,摘要
sz002214,大立科技,--,0.7,--,--,2020-04-08,中信证券,李建伟,摘要
sh600967,内蒙一机,--,0.54,--,--,2020-04-08,中信证券,李建伟,摘要
sh600760,中航沈飞,--,0.96,--,--,2020-04-08,中信证券,李建伟,摘要
sh603568,伟明环保,--,1.2,1.42,--,2020-04-08,华泰证券,王玮嘉/孙纯鹏/黄斌,摘要
sh603588,高能环境,--,0.83,1.03,--,2020-04-08,华泰证券,王玮嘉/孙纯鹏/黄斌,摘要
sz002034,旺能环境,--,1.25,1.52,--,2020-04-08,华泰证券,王玮嘉/孙纯鹏/黄斌,摘要
sh600933,爱 柯 迪,0.52,0.66,--,--,2020-04-08,长城证券,孙志东/刘欣畅/刘佳,摘要
sh603596,伯 特 利,0.98,1.3,--,--,2020-04-08,长城证券,孙志东/刘欣畅/刘佳,摘要
sh601689,拓普集团,--,0.63,--,--,2020-04-08,长城证券,孙志东/刘欣畅/刘佳,摘要
sz300258,精锻科技,--,1.13,--,--,2020-04-08,长城证券,孙志东/刘欣畅/刘佳,摘要
sz002434,万 里 扬,--,0.54,--,--,2020-04-08,长城证券,孙志东/刘欣畅/刘佳,摘要
sh600741,华域汽车,2.05,2.34,--,--,2020-04-08,长城证券,孙志东/刘欣畅/刘佳,摘要
sh600297,广汇汽车,--,0.42,--,--,2020-04-08,长城证券,孙志东/刘欣畅/刘佳,摘要
sz000887,中鼎股份,--,0.72,--,--,2020-04-08,长城证券,孙志东/刘欣畅/刘佳,摘要
sz300815,玉 禾 田,--,2.81,--,--,2020-04-08,中信证券,李想,摘要
sh601200,上海环境,0.67,0.79,--,--,2020-04-08,中信证券,李想,摘要
sz002672,东江环保,--,0.6,--,--,2020-04-08,中信证券,李想,摘要
sh603686,龙马环卫,0.65,0.88,--,--,2020-04-08,中信证券,李想,摘要
sh600030,中信证券,1.01,1.2,1.31,--,2020-04-08,东北证券,王凤华,摘要
sz002460,赣锋锂业,--,0.72,--,--,2020-04-08,国泰君安,刘华峰/朱敏/邬华宇,摘要
sz002466,天齐锂业,--,0.58,--,--,2020-04-08,国泰君安,刘华峰/朱敏/邬华宇,摘要
sz300451,创业慧康,0.43,0.53,--,--,2020-04-08,国泰君安,徐紫薇,摘要
sz300078,思创医惠,--,0.28,--,--,2020-04-08,国泰君安,徐紫薇,摘要
sz300502,新 易 盛,--,1.38,1.80,--,2020-04-08,国泰君安,程硕/王彦龙,摘要
sz002796,世嘉科技,--,1.46,1.96,--,2020-04-08,国泰君安,程硕/王彦龙,摘要
sz300308,中际旭创,--,1.26,1.60,--,2020-04-08,国泰君安,程硕/王彦龙,摘要
sz002281,光迅科技,--,0.75,0.95,--,2020-04-08,国泰君安,程硕/王彦龙,摘要
sh600498,烽火通信,--,0.99,1.20,--,2020-04-08,国泰君安,程硕/王彦龙,摘要
sz000063,中兴通讯,1.22,1.3,1.74,--,2020-04-08,国泰君安,程硕/王彦龙,摘要
sz300628,亿联网络,2.07,2.86,3.59,--,2020-04-08,国泰君安,程硕/王彦龙,摘要
sz300578,会畅通讯,--,1.17,1.72,--,2020-04-08,国泰君安,程硕/王彦龙,摘要
sz300502,新 易 盛,--,1.38,1.80,--,2020-04-08,国泰君安,程硕/王彦龙,摘要
sz300383,光环新网,--,0.88,1.33,--,2020-04-08,国泰君安,程硕/王彦龙,摘要
sz300308,中际旭创,--,1.26,1.60,--,2020-04-08,国泰君安,程硕/王彦龙,摘要
